date,Appliances
2016-03-0714:40:00,350
2016-03-0714:50:00,70
2016-03-0715:00:00,180
2016-03-0715:10:00,190
2016-03-0715:20:00,410
2016-03-0715:30:00,290
2016-03-0715:40:00,280
2016-03-0715:50:00,260
2016-03-0716:00:00,260
2016-03-0716:10:00,220
2016-03-0716:20:00,200
2016-03-0716:30:00,120
2016-03-0716:40:00,50
2016-03-0716:50:00,50
2016-03-0717:00:00,50
2016-03-0717:10:00,40
2016-03-0717:20:00,60
2016-03-0717:30:00,80
2016-03-0717:40:00,80
2016-03-0717:50:00,90
2016-03-0718:00:00,70
2016-03-0718:10:00,70
2016-03-0718:20:00,90
2016-03-0718:30:00,80
2016-03-0718:40:00,100
2016-03-0718:50:00,110
2016-03-0719:00:00,190
2016-03-0719:10:00,330
2016-03-0719:20:00,460
2016-03-0719:30:00,140
2016-03-0719:40:00,100
2016-03-0719:50:00,120
2016-03-0720:00:00,120
2016-03-0720:10:00,120
2016-03-0720:20:00,120
2016-03-0720:30:00,110
2016-03-0720:40:00,110
2016-03-0720:50:00,120
2016-03-0721:00:00,90
2016-03-0721:10:00,80
2016-03-0721:20:00,90
2016-03-0721:30:00,100
2016-03-0721:40:00,100
2016-03-0721:50:00,90
2016-03-0722:00:00,90
2016-03-0722:10:00,90
2016-03-0722:20:00,60
2016-03-0722:30:00,70
2016-03-0722:40:00,60
2016-03-0722:50:00,90
2016-03-0723:00:00,70
2016-03-0723:10:00,60
2016-03-0723:20:00,60
2016-03-0723:30:00,60
2016-03-0723:40:00,60
2016-03-0723:50:00,60
2016-03-0800:00:00,60
2016-03-0800:10:00,50
2016-03-0800:20:00,70
2016-03-0800:30:00,60
2016-03-0800:40:00,70
2016-03-0800:50:00,60
2016-03-0801:00:00,50
2016-03-0801:10:00,60
2016-03-0801:20:00,50
2016-03-0801:30:00,60
2016-03-0801:40:00,70
2016-03-0801:50:00,60
2016-03-0802:00:00,60
2016-03-0802:10:00,60
2016-03-0802:20:00,50
2016-03-0802:30:00,40
2016-03-0802:40:00,50
2016-03-0802:50:00,40
2016-03-0803:00:00,50
2016-03-0803:10:00,60
2016-03-0803:20:00,50
2016-03-0803:30:00,40
2016-03-0803:40:00,30
2016-03-0803:50:00,20
2016-03-0804:00:00,30
2016-03-0804:10:00,30
2016-03-0804:20:00,50
2016-03-0804:30:00,50
2016-03-0804:40:00,60
2016-03-0804:50:00,50
2016-03-0805:00:00,40
2016-03-0805:10:00,50
2016-03-0805:20:00,40
2016-03-0805:30:00,50
2016-03-0805:40:00,50
2016-03-0805:50:00,50
2016-03-0806:00:00,50
2016-03-0806:10:00,50
2016-03-0806:20:00,50
2016-03-0806:30:00,40
2016-03-0806:40:00,30
2016-03-0806:50:00,20
2016-03-0807:00:00,30
2016-03-0807:10:00,70
2016-03-0807:20:00,80
2016-03-0807:30:00,60
2016-03-0807:40:00,50
2016-03-0807:50:00,50
2016-03-0808:00:00,50
2016-03-0808:10:00,40
2016-03-0808:20:00,50
2016-03-0808:30:00,60
2016-03-0808:40:00,60
2016-03-0808:50:00,50
2016-03-0809:00:00,40
2016-03-0809:10:00,50
2016-03-0809:20:00,30
2016-03-0809:30:00,30
2016-03-0809:40:00,20
2016-03-0809:50:00,30
2016-03-0810:00:00,60
2016-03-0810:10:00,50
2016-03-0810:20:00,50
2016-03-0810:30:00,40
2016-03-0810:40:00,50
2016-03-0810:50:00,40
2016-03-0811:00:00,40
2016-03-0811:10:00,50
2016-03-0811:20:00,70
2016-03-0811:30:00,60
2016-03-0811:40:00,40
2016-03-0811:50:00,40
2016-03-0812:00:00,80
2016-03-0812:10:00,390
2016-03-0812:20:00,180
2016-03-0812:30:00,50
2016-03-0812:40:00,70
2016-03-0812:50:00,70
2016-03-0813:00:00,220
2016-03-0813:10:00,310
2016-03-0813:20:00,80
2016-03-0813:30:00,60
2016-03-0813:40:00,50
2016-03-0813:50:00,60
2016-03-0814:00:00,60
2016-03-0814:10:00,50
2016-03-0814:20:00,50
2016-03-0814:30:00,40
2016-03-0814:40:00,30
2016-03-0814:50:00,20
2016-03-0815:00:00,20
2016-03-0815:10:00,40
2016-03-0815:20:00,50
2016-03-0815:30:00,50
2016-03-0815:40:00,60
2016-03-0815:50:00,40
2016-03-0816:00:00,40
2016-03-0816:10:00,50
2016-03-0816:20:00,40
2016-03-0816:30:00,50
2016-03-0816:40:00,50
2016-03-0816:50:00,60
2016-03-0817:00:00,40
2016-03-0817:10:00,40
2016-03-0817:20:00,30
2016-03-0817:30:00,40
2016-03-0817:40:00,60
2016-03-0817:50:00,80
2016-03-0818:00:00,100
2016-03-0818:10:00,110
2016-03-0818:20:00,110
2016-03-0818:30:00,260
2016-03-0818:40:00,760
2016-03-0818:50:00,660
2016-03-0819:00:00,130
2016-03-0819:10:00,110
2016-03-0819:20:00,120
2016-03-0819:30:00,130
2016-03-0819:40:00,120
2016-03-0819:50:00,130
2016-03-0820:00:00,120
2016-03-0820:10:00,110
2016-03-0820:20:00,100
2016-03-0820:30:00,90
2016-03-0820:40:00,100
2016-03-0820:50:00,100
2016-03-0821:00:00,130
2016-03-0821:10:00,100
2016-03-0821:20:00,90
2016-03-0821:30:00,100
2016-03-0821:40:00,100
2016-03-0821:50:00,100
2016-03-0822:00:00,100
2016-03-0822:10:00,80
2016-03-0822:20:00,50
2016-03-0822:30:00,40
2016-03-0822:40:00,40
2016-03-0822:50:00,50
2016-03-0823:00:00,50
2016-03-0823:10:00,30
2016-03-0823:20:00,30
2016-03-0823:30:00,30
2016-03-0823:40:00,40
2016-03-0823:50:00,40
2016-03-0900:00:00,50
2016-03-0900:10:00,50
2016-03-0900:20:00,50
2016-03-0900:30:00,50
2016-03-0900:40:00,50
2016-03-0900:50:00,50
2016-03-0901:00:00,50
2016-03-0901:10:00,50
2016-03-0901:20:00,50
2016-03-0901:30:00,50
2016-03-0901:40:00,40
2016-03-0901:50:00,40
2016-03-0902:00:00,30
2016-03-0902:10:00,30
2016-03-0902:20:00,30
2016-03-0902:30:00,40
2016-03-0902:40:00,50
2016-03-0902:50:00,50
2016-03-0903:00:00,40
2016-03-0903:10:00,40
2016-03-0903:20:00,60
2016-03-0903:30:00,50
2016-03-0903:40:00,50
2016-03-0903:50:00,60
2016-03-0904:00:00,40
2016-03-0904:10:00,50
2016-03-0904:20:00,40
2016-03-0904:30:00,50
2016-03-0904:40:00,40
2016-03-0904:50:00,50
2016-03-0905:00:00,50
2016-03-0905:10:00,40
2016-03-0905:20:00,20
2016-03-0905:30:00,20
2016-03-0905:40:00,30
2016-03-0905:50:00,50
2016-03-0906:00:00,40
2016-03-0906:10:00,50
2016-03-0906:20:00,60
2016-03-0906:30:00,50
2016-03-0906:40:00,50
2016-03-0906:50:00,40
2016-03-0907:00:00,50
2016-03-0907:10:00,80
2016-03-0907:20:00,40
2016-03-0907:30:00,50
2016-03-0907:40:00,50
2016-03-0907:50:00,60
2016-03-0908:00:00,70
2016-03-0908:10:00,30
2016-03-0908:20:00,30
2016-03-0908:30:00,300
2016-03-0908:40:00,190
2016-03-0908:50:00,510
2016-03-0909:00:00,200
2016-03-0909:10:00,200
2016-03-0909:20:00,360
2016-03-0909:30:00,100
2016-03-0909:40:00,60
2016-03-0909:50:00,70
2016-03-0910:00:00,70
2016-03-0910:10:00,280
2016-03-0910:20:00,370
2016-03-0910:30:00,50
2016-03-0910:40:00,90
2016-03-0910:50:00,70
2016-03-0911:00:00,60
2016-03-0911:10:00,60
2016-03-0911:20:00,30
2016-03-0911:30:00,30
2016-03-0911:40:00,50
2016-03-0911:50:00,50
2016-03-0912:00:00,70
2016-03-0912:10:00,50
2016-03-0912:20:00,40
2016-03-0912:30:00,50
2016-03-0912:40:00,50
2016-03-0912:50:00,40
2016-03-0913:00:00,50
2016-03-0913:10:00,50
2016-03-0913:20:00,80
2016-03-0913:30:00,90
2016-03-0913:40:00,90
2016-03-0913:50:00,80
2016-03-0914:00:00,70
2016-03-0914:10:00,60
2016-03-0914:20:00,70
2016-03-0914:30:00,100
2016-03-0914:40:00,110
2016-03-0914:50:00,110
2016-03-0915:00:00,110
2016-03-0915:10:00,110
2016-03-0915:20:00,100
2016-03-0915:30:00,110
2016-03-0915:40:00,120
2016-03-0915:50:00,130
2016-03-0916:00:00,100
2016-03-0916:10:00,110
2016-03-0916:20:00,120
2016-03-0916:30:00,110
2016-03-0916:40:00,100
2016-03-0916:50:00,80
2016-03-0917:00:00,90
2016-03-0917:10:00,90
2016-03-0917:20:00,100
2016-03-0917:30:00,130
2016-03-0917:40:00,110
2016-03-0917:50:00,90
2016-03-0918:00:00,90
2016-03-0918:10:00,100
2016-03-0918:20:00,120
2016-03-0918:30:00,140
2016-03-0918:40:00,160
2016-03-0918:50:00,230
2016-03-0919:00:00,180
2016-03-0919:10:00,140
2016-03-0919:20:00,140
2016-03-0919:30:00,130
2016-03-0919:40:00,120
2016-03-0919:50:00,100
2016-03-0920:00:00,110
2016-03-0920:10:00,130
2016-03-0920:20:00,140
2016-03-0920:30:00,140
2016-03-0920:40:00,130
2016-03-0920:50:00,130
2016-03-0921:00:00,130
2016-03-0921:10:00,100
2016-03-0921:20:00,110
2016-03-0921:30:00,110
2016-03-0921:40:00,120
2016-03-0921:50:00,100
2016-03-0922:00:00,90
2016-03-0922:10:00,90
2016-03-0922:20:00,40
2016-03-0922:30:00,30
2016-03-0922:40:00,50
2016-03-0922:50:00,40
2016-03-0923:00:00,60
2016-03-0923:10:00,50
2016-03-0923:20:00,60
2016-03-0923:30:00,60
2016-03-0923:40:00,60
2016-03-0923:50:00,60
2016-03-1000:00:00,60
2016-03-1000:10:00,70
2016-03-1000:20:00,60
2016-03-1000:30:00,60
2016-03-1000:40:00,60
2016-03-1000:50:00,60
2016-03-1001:00:00,50
2016-03-1001:10:00,40
2016-03-1001:20:00,40
2016-03-1001:30:00,40
2016-03-1001:40:00,70
2016-03-1001:50:00,60
2016-03-1002:00:00,40
2016-03-1002:10:00,50
2016-03-1002:20:00,40
2016-03-1002:30:00,50
2016-03-1002:40:00,50
2016-03-1002:50:00,50
2016-03-1003:00:00,60
2016-03-1003:10:00,40
2016-03-1003:20:00,50
2016-03-1003:30:00,40
2016-03-1003:40:00,40
2016-03-1003:50:00,20
2016-03-1004:00:00,30
2016-03-1004:10:00,40
2016-03-1004:20:00,40
2016-03-1004:30:00,50
2016-03-1004:40:00,50
2016-03-1004:50:00,40
2016-03-1005:00:00,50
2016-03-1005:10:00,40
2016-03-1005:20:00,50
2016-03-1005:30:00,50
2016-03-1005:40:00,50
2016-03-1005:50:00,50
2016-03-1006:00:00,50
2016-03-1006:10:00,40
2016-03-1006:20:00,40
2016-03-1006:30:00,30
2016-03-1006:40:00,20
2016-03-1006:50:00,30
2016-03-1007:00:00,40
2016-03-1007:10:00,90
2016-03-1007:20:00,40
2016-03-1007:30:00,50
2016-03-1007:40:00,40
2016-03-1007:50:00,50
2016-03-1008:00:00,50
2016-03-1008:10:00,40
2016-03-1008:20:00,60
2016-03-1008:30:00,80
2016-03-1008:40:00,50
2016-03-1008:50:00,50
2016-03-1009:00:00,20
2016-03-1009:10:00,30
2016-03-1009:20:00,40
2016-03-1009:30:00,50
2016-03-1009:40:00,80
2016-03-1009:50:00,230
2016-03-1010:00:00,210
2016-03-1010:10:00,90
2016-03-1010:20:00,60
2016-03-1010:30:00,70
2016-03-1010:40:00,60
2016-03-1010:50:00,60
2016-03-1011:00:00,80
2016-03-1011:10:00,80
2016-03-1011:20:00,70
2016-03-1011:30:00,70
2016-03-1011:40:00,70
2016-03-1011:50:00,80
2016-03-1012:00:00,170
2016-03-1012:10:00,50
2016-03-1012:20:00,60
2016-03-1012:30:00,60
2016-03-1012:40:00,70
2016-03-1012:50:00,60
2016-03-1013:00:00,80
2016-03-1013:10:00,70
2016-03-1013:20:00,70
2016-03-1013:30:00,180
2016-03-1013:40:00,50
2016-03-1013:50:00,60
2016-03-1014:00:00,60
2016-03-1014:10:00,50
2016-03-1014:20:00,50
2016-03-1014:30:00,40
2016-03-1014:40:00,50
2016-03-1014:50:00,50
2016-03-1015:00:00,60
2016-03-1015:10:00,50
2016-03-1015:20:00,60
2016-03-1015:30:00,50
2016-03-1015:40:00,60
2016-03-1015:50:00,70
2016-03-1016:00:00,90
2016-03-1016:10:00,90
2016-03-1016:20:00,90
2016-03-1016:30:00,100
2016-03-1016:40:00,90
2016-03-1016:50:00,100
2016-03-1017:00:00,110
2016-03-1017:10:00,120
2016-03-1017:20:00,130
2016-03-1017:30:00,220
2016-03-1017:40:00,360
2016-03-1017:50:00,680
2016-03-1018:00:00,520
2016-03-1018:10:00,430
2016-03-1018:20:00,700
2016-03-1018:30:00,680
2016-03-1018:40:00,180
2016-03-1018:50:00,120
2016-03-1019:00:00,130
2016-03-1019:10:00,120
2016-03-1019:20:00,150
2016-03-1019:30:00,140
2016-03-1019:40:00,140
2016-03-1019:50:00,150
2016-03-1020:00:00,140
2016-03-1020:10:00,150
2016-03-1020:20:00,150
2016-03-1020:30:00,150
2016-03-1020:40:00,140
2016-03-1020:50:00,110
2016-03-1021:00:00,130
2016-03-1021:10:00,110
2016-03-1021:20:00,110
2016-03-1021:30:00,80
2016-03-1021:40:00,80
2016-03-1021:50:00,90
2016-03-1022:00:00,80
2016-03-1022:10:00,80
2016-03-1022:20:00,70
2016-03-1022:30:00,50
2016-03-1022:40:00,60
2016-03-1022:50:00,50
2016-03-1023:00:00,60
2016-03-1023:10:00,30
2016-03-1023:20:00,30
2016-03-1023:30:00,30
2016-03-1023:40:00,40
2016-03-1023:50:00,50
2016-03-1100:00:00,40
2016-03-1100:10:00,50
2016-03-1100:20:00,50
2016-03-1100:30:00,60
2016-03-1100:40:00,50
2016-03-1100:50:00,50
2016-03-1101:00:00,40
2016-03-1101:10:00,50
2016-03-1101:20:00,50
2016-03-1101:30:00,50
2016-03-1101:40:00,60
2016-03-1101:50:00,40
2016-03-1102:00:00,30
2016-03-1102:10:00,20
2016-03-1102:20:00,40
2016-03-1102:30:00,50
2016-03-1102:40:00,50
2016-03-1102:50:00,50
2016-03-1103:00:00,50
2016-03-1103:10:00,70
2016-03-1103:20:00,40
2016-03-1103:30:00,60
2016-03-1103:40:00,40
2016-03-1103:50:00,40
2016-03-1104:00:00,60
2016-03-1104:10:00,40
2016-03-1104:20:00,40
2016-03-1104:30:00,30
2016-03-1104:40:00,20
2016-03-1104:50:00,50
2016-03-1105:00:00,50
2016-03-1105:10:00,50
2016-03-1105:20:00,50
2016-03-1105:30:00,50
2016-03-1105:40:00,50
2016-03-1105:50:00,50
2016-03-1106:00:00,50
2016-03-1106:10:00,40
2016-03-1106:20:00,50
2016-03-1106:30:00,50
2016-03-1106:40:00,30
2016-03-1106:50:00,30
2016-03-1107:00:00,30
2016-03-1107:10:00,80
2016-03-1107:20:00,50
2016-03-1107:30:00,40
2016-03-1107:40:00,90
2016-03-1107:50:00,70
2016-03-1108:00:00,280
2016-03-1108:10:00,180
2016-03-1108:20:00,290
2016-03-1108:30:00,80
2016-03-1108:40:00,330
2016-03-1108:50:00,140
2016-03-1109:00:00,50
2016-03-1109:10:00,30
2016-03-1109:20:00,50
2016-03-1109:30:00,50
2016-03-1109:40:00,320
2016-03-1109:50:00,360
2016-03-1110:00:00,50
2016-03-1110:10:00,70
2016-03-1110:20:00,50
2016-03-1110:30:00,70
2016-03-1110:40:00,40
2016-03-1110:50:00,30
2016-03-1111:00:00,30
2016-03-1111:10:00,20
2016-03-1111:20:00,50
2016-03-1111:30:00,50
2016-03-1111:40:00,50
2016-03-1111:50:00,50
2016-03-1112:00:00,90
2016-03-1112:10:00,100
2016-03-1112:20:00,60
2016-03-1112:30:00,40
2016-03-1112:40:00,30
2016-03-1112:50:00,60
2016-03-1113:00:00,30
2016-03-1113:10:00,40
2016-03-1113:20:00,50
2016-03-1113:30:00,40
2016-03-1113:40:00,50
2016-03-1113:50:00,50
2016-03-1114:00:00,50
2016-03-1114:10:00,60
2016-03-1114:20:00,50
2016-03-1114:30:00,50
2016-03-1114:40:00,50
2016-03-1114:50:00,50
2016-03-1115:00:00,50
2016-03-1115:10:00,20
2016-03-1115:20:00,30
2016-03-1115:30:00,30
2016-03-1115:40:00,50
2016-03-1115:50:00,50
2016-03-1116:00:00,40
2016-03-1116:10:00,50
2016-03-1116:20:00,50
2016-03-1116:30:00,50
2016-03-1116:40:00,50
2016-03-1116:50:00,50
2016-03-1117:00:00,50
2016-03-1117:10:00,40
2016-03-1117:20:00,40
2016-03-1117:30:00,60
2016-03-1117:40:00,60
2016-03-1117:50:00,70
2016-03-1118:00:00,100
2016-03-1118:10:00,100
2016-03-1118:20:00,100
2016-03-1118:30:00,100
2016-03-1118:40:00,100
2016-03-1118:50:00,250
2016-03-1119:00:00,340
2016-03-1119:10:00,100
2016-03-1119:20:00,90
2016-03-1119:30:00,110
2016-03-1119:40:00,120
2016-03-1119:50:00,100
2016-03-1120:00:00,100
2016-03-1120:10:00,100
2016-03-1120:20:00,140
2016-03-1120:30:00,160
2016-03-1120:40:00,100
2016-03-1120:50:00,90
2016-03-1121:00:00,80
2016-03-1121:10:00,90
2016-03-1121:20:00,100
2016-03-1121:30:00,90
2016-03-1121:40:00,110
2016-03-1121:50:00,90
2016-03-1122:00:00,80
2016-03-1122:10:00,70
2016-03-1122:20:00,50
2016-03-1122:30:00,30
2016-03-1122:40:00,20
2016-03-1122:50:00,30
2016-03-1123:00:00,70
2016-03-1123:10:00,50
2016-03-1123:20:00,50
2016-03-1123:30:00,40
2016-03-1123:40:00,40
2016-03-1123:50:00,50
2016-03-1200:00:00,40
2016-03-1200:10:00,50
2016-03-1200:20:00,50
2016-03-1200:30:00,50
2016-03-1200:40:00,30
2016-03-1200:50:00,20
2016-03-1201:00:00,30
2016-03-1201:10:00,50
2016-03-1201:20:00,40
2016-03-1201:30:00,60
2016-03-1201:40:00,50
2016-03-1201:50:00,60
2016-03-1202:00:00,50
2016-03-1202:10:00,40
2016-03-1202:20:00,50
2016-03-1202:30:00,40
2016-03-1202:40:00,50
2016-03-1202:50:00,30
2016-03-1203:00:00,40
2016-03-1203:10:00,30
2016-03-1203:20:00,40
2016-03-1203:30:00,50
2016-03-1203:40:00,50
2016-03-1203:50:00,40
2016-03-1204:00:00,50
2016-03-1204:10:00,60
2016-03-1204:20:00,50
2016-03-1204:30:00,60
2016-03-1204:40:00,40
2016-03-1204:50:00,50
2016-03-1205:00:00,50
2016-03-1205:10:00,30
2016-03-1205:20:00,30
2016-03-1205:30:00,20
2016-03-1205:40:00,40
2016-03-1205:50:00,60
2016-03-1206:00:00,50
2016-03-1206:10:00,40
2016-03-1206:20:00,50
2016-03-1206:30:00,40
2016-03-1206:40:00,50
2016-03-1206:50:00,50
2016-03-1207:00:00,60
2016-03-1207:10:00,50
2016-03-1207:20:00,50
2016-03-1207:30:00,40
2016-03-1207:40:00,40
2016-03-1207:50:00,30
2016-03-1208:00:00,30
2016-03-1208:10:00,50
2016-03-1208:20:00,100
2016-03-1208:30:00,70
2016-03-1208:40:00,50
2016-03-1208:50:00,50
2016-03-1209:00:00,50
2016-03-1209:10:00,60
2016-03-1209:20:00,50
2016-03-1209:30:00,50
2016-03-1209:40:00,40
2016-03-1209:50:00,60
2016-03-1210:00:00,70
2016-03-1210:10:00,70
2016-03-1210:20:00,90
2016-03-1210:30:00,110
2016-03-1210:40:00,80
2016-03-1210:50:00,90
2016-03-1211:00:00,120
2016-03-1211:10:00,140
2016-03-1211:20:00,110
2016-03-1211:30:00,80
2016-03-1211:40:00,60
2016-03-1211:50:00,170
2016-03-1212:00:00,230
2016-03-1212:10:00,230
2016-03-1212:20:00,300
2016-03-1212:30:00,290
2016-03-1212:40:00,180
2016-03-1212:50:00,140
2016-03-1213:00:00,160
2016-03-1213:10:00,200
2016-03-1213:20:00,210
2016-03-1213:30:00,130
2016-03-1213:40:00,130
2016-03-1213:50:00,110
2016-03-1214:00:00,110
2016-03-1214:10:00,90
2016-03-1214:20:00,100
2016-03-1214:30:00,110
2016-03-1214:40:00,100
2016-03-1214:50:00,80
2016-03-1215:00:00,80
2016-03-1215:10:00,90
2016-03-1215:20:00,80
2016-03-1215:30:00,80
2016-03-1215:40:00,90
2016-03-1215:50:00,60
2016-03-1216:00:00,50
2016-03-1216:10:00,70
2016-03-1216:20:00,70
2016-03-1216:30:00,80
2016-03-1216:40:00,80
2016-03-1216:50:00,70
2016-03-1217:00:00,80
2016-03-1217:10:00,70
2016-03-1217:20:00,80
2016-03-1217:30:00,100
2016-03-1217:40:00,90
2016-03-1217:50:00,90
2016-03-1218:00:00,100
2016-03-1218:10:00,60
2016-03-1218:20:00,80
2016-03-1218:30:00,90
2016-03-1218:40:00,100
2016-03-1218:50:00,390
2016-03-1219:00:00,440
2016-03-1219:10:00,440
2016-03-1219:20:00,150
2016-03-1219:30:00,150
2016-03-1219:40:00,150
2016-03-1219:50:00,350
2016-03-1220:00:00,140
2016-03-1220:10:00,130
2016-03-1220:20:00,450
2016-03-1220:30:00,230
2016-03-1220:40:00,300
2016-03-1220:50:00,170
2016-03-1221:00:00,110
2016-03-1221:10:00,110
2016-03-1221:20:00,80
2016-03-1221:30:00,250
2016-03-1221:40:00,420
2016-03-1221:50:00,150
2016-03-1222:00:00,110
2016-03-1222:10:00,100
2016-03-1222:20:00,100
2016-03-1222:30:00,100
2016-03-1222:40:00,80
2016-03-1222:50:00,90
2016-03-1223:00:00,70
2016-03-1223:10:00,60
2016-03-1223:20:00,60
2016-03-1223:30:00,30
2016-03-1223:40:00,40
2016-03-1223:50:00,30
2016-03-1300:00:00,30
2016-03-1300:10:00,60
2016-03-1300:20:00,60
2016-03-1300:30:00,60
2016-03-1300:40:00,50
2016-03-1300:50:00,50
2016-03-1301:00:00,60
2016-03-1301:10:00,50
2016-03-1301:20:00,50
2016-03-1301:30:00,60
2016-03-1301:40:00,50
2016-03-1301:50:00,40
2016-03-1302:00:00,40
2016-03-1302:10:00,40
2016-03-1302:20:00,30
2016-03-1302:30:00,50
2016-03-1302:40:00,60
2016-03-1302:50:00,50
2016-03-1303:00:00,60
2016-03-1303:10:00,60
2016-03-1303:20:00,50
2016-03-1303:30:00,60
2016-03-1303:40:00,50
2016-03-1303:50:00,50
2016-03-1304:00:00,50
2016-03-1304:10:00,40
2016-03-1304:20:00,40
2016-03-1304:30:00,50
2016-03-1304:40:00,30
2016-03-1304:50:00,50
2016-03-1305:00:00,60
2016-03-1305:10:00,40
2016-03-1305:20:00,60
2016-03-1305:30:00,60
2016-03-1305:40:00,50
2016-03-1305:50:00,70
2016-03-1306:00:00,50
2016-03-1306:10:00,50
2016-03-1306:20:00,50
2016-03-1306:30:00,50
2016-03-1306:40:00,30
2016-03-1306:50:00,40
2016-03-1307:00:00,40
2016-03-1307:10:00,40
2016-03-1307:20:00,60
2016-03-1307:30:00,70
2016-03-1307:40:00,60
2016-03-1307:50:00,60
2016-03-1308:00:00,60
2016-03-1308:10:00,70
2016-03-1308:20:00,70
2016-03-1308:30:00,70
2016-03-1308:40:00,70
2016-03-1308:50:00,50
2016-03-1309:00:00,60
2016-03-1309:10:00,60
2016-03-1309:20:00,30
2016-03-1309:30:00,60
2016-03-1309:40:00,100
2016-03-1309:50:00,120
2016-03-1310:00:00,100
2016-03-1310:10:00,90
2016-03-1310:20:00,100
2016-03-1310:30:00,130
2016-03-1310:40:00,130
2016-03-1310:50:00,130
2016-03-1311:00:00,130
2016-03-1311:10:00,140
2016-03-1311:20:00,110
2016-03-1311:30:00,60
2016-03-1311:40:00,60
2016-03-1311:50:00,50
2016-03-1312:00:00,60
2016-03-1312:10:00,70
2016-03-1312:20:00,70
2016-03-1312:30:00,70
2016-03-1312:40:00,60
2016-03-1312:50:00,60
2016-03-1313:00:00,60
2016-03-1313:10:00,60
2016-03-1313:20:00,60
2016-03-1313:30:00,70
2016-03-1313:40:00,70
2016-03-1313:50:00,70
2016-03-1314:00:00,40
2016-03-1314:10:00,40
2016-03-1314:20:00,50
2016-03-1314:30:00,40
2016-03-1314:40:00,70
2016-03-1314:50:00,70
2016-03-1315:00:00,70
2016-03-1315:10:00,60
2016-03-1315:20:00,70
2016-03-1315:30:00,60
2016-03-1315:40:00,70
2016-03-1315:50:00,50
2016-03-1316:00:00,70
2016-03-1316:10:00,70
2016-03-1316:20:00,70
2016-03-1316:30:00,70
2016-03-1316:40:00,40
2016-03-1316:50:00,40
2016-03-1317:00:00,40
2016-03-1317:10:00,40
2016-03-1317:20:00,70
2016-03-1317:30:00,70
2016-03-1317:40:00,80
2016-03-1317:50:00,90
2016-03-1318:00:00,80
2016-03-1318:10:00,90
2016-03-1318:20:00,100
2016-03-1318:30:00,100
2016-03-1318:40:00,130
2016-03-1318:50:00,140
2016-03-1319:00:00,140
2016-03-1319:10:00,130
2016-03-1319:20:00,120
2016-03-1319:30:00,110
2016-03-1319:40:00,80
2016-03-1319:50:00,90
2016-03-1320:00:00,100
2016-03-1320:10:00,120
2016-03-1320:20:00,130
2016-03-1320:30:00,120
2016-03-1320:40:00,120
2016-03-1320:50:00,110
2016-03-1321:00:00,100
2016-03-1321:10:00,70
2016-03-1321:20:00,80
2016-03-1321:30:00,90
2016-03-1321:40:00,80
2016-03-1321:50:00,70
2016-03-1322:00:00,60
2016-03-1322:10:00,50
2016-03-1322:20:00,30
2016-03-1322:30:00,40
2016-03-1322:40:00,70
2016-03-1322:50:00,50
2016-03-1323:00:00,50
2016-03-1323:10:00,50
2016-03-1323:20:00,40
2016-03-1323:30:00,50
2016-03-1323:40:00,50
2016-03-1323:50:00,50
2016-03-1400:00:00,50
2016-03-1400:10:00,50
2016-03-1400:20:00,30
2016-03-1400:30:00,20
2016-03-1400:40:00,30
2016-03-1400:50:00,40
2016-03-1401:00:00,50
2016-03-1401:10:00,50
2016-03-1401:20:00,50
2016-03-1401:30:00,60
2016-03-1401:40:00,40
2016-03-1401:50:00,40
2016-03-1402:00:00,50
2016-03-1402:10:00,50
2016-03-1402:20:00,60
2016-03-1402:30:00,40
2016-03-1402:40:00,50
2016-03-1402:50:00,30
2016-03-1403:00:00,20
2016-03-1403:10:00,30
2016-03-1403:20:00,40
2016-03-1403:30:00,50
2016-03-1403:40:00,50
2016-03-1403:50:00,50
2016-03-1404:00:00,60
2016-03-1404:10:00,50
2016-03-1404:20:00,50
2016-03-1404:30:00,50
2016-03-1404:40:00,40
2016-03-1404:50:00,50
2016-03-1405:00:00,50
2016-03-1405:10:00,40
2016-03-1405:20:00,30
2016-03-1405:30:00,30
2016-03-1405:40:00,20
2016-03-1405:50:00,50
2016-03-1406:00:00,50
2016-03-1406:10:00,40
2016-03-1406:20:00,50
2016-03-1406:30:00,50
2016-03-1406:40:00,50
2016-03-1406:50:00,60
2016-03-1407:00:00,40
2016-03-1407:10:00,90
2016-03-1407:20:00,40
2016-03-1407:30:00,40
2016-03-1407:40:00,30
2016-03-1407:50:00,30
2016-03-1408:00:00,30
2016-03-1408:10:00,80
2016-03-1408:20:00,380
2016-03-1408:30:00,310
2016-03-1408:40:00,410
2016-03-1408:50:00,190
2016-03-1409:00:00,130
2016-03-1409:10:00,290
2016-03-1409:20:00,80
2016-03-1409:30:00,100
2016-03-1409:40:00,60
2016-03-1409:50:00,280
2016-03-1410:00:00,740
2016-03-1410:10:00,860
2016-03-1410:20:00,490
2016-03-1410:30:00,280
2016-03-1410:40:00,280
2016-03-1410:50:00,260
2016-03-1411:00:00,250
2016-03-1411:10:00,220
2016-03-1411:20:00,110
2016-03-1411:30:00,310
2016-03-1411:40:00,270
2016-03-1411:50:00,100
2016-03-1412:00:00,70
2016-03-1412:10:00,60
2016-03-1412:20:00,60
2016-03-1412:30:00,50
2016-03-1412:40:00,80
2016-03-1412:50:00,230
2016-03-1413:00:00,710
